#node	identifier	category	term ID	term description
PA0050	208964.PA0050	UniProt Keywords	KW-0732	Signal
prtN	208964.PA0610	GO Process	GO:0043455	Regulation of secondary metabolic process
prtN	208964.PA0610	GO Process	GO:0043603	Cellular amide metabolic process
prtN	208964.PA0610	GO Process	GO:0043604	Amide biosynthetic process
prtN	208964.PA0610	GO Process	GO:0044237	Cellular metabolic process
prtN	208964.PA0610	GO Process	GO:0044249	Cellular biosynthetic process
prtN	208964.PA0610	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
prtN	208964.PA0610	GO Process	GO:0044550	Secondary metabolite biosynthetic process
prtN	208964.PA0610	GO Process	GO:0046224	Bacteriocin metabolic process
prtN	208964.PA0610	GO Process	GO:0048518	Positive regulation of biological process
prtN	208964.PA0610	GO Process	GO:0050789	Regulation of biological process
prtN	208964.PA0610	GO Process	GO:0050794	Regulation of cellular process
prtN	208964.PA0610	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
prtN	208964.PA0610	GO Process	GO:0051252	Regulation of RNA metabolic process
prtN	208964.PA0610	GO Process	GO:0060255	Regulation of macromolecule metabolic process
prtN	208964.PA0610	GO Process	GO:0065007	Biological regulation
prtN	208964.PA0610	GO Process	GO:0071704	Organic substance metabolic process
prtN	208964.PA0610	GO Process	GO:0080090	Regulation of primary metabolic process
prtN	208964.PA0610	GO Process	GO:1900376	Regulation of secondary metabolite biosynthetic process
prtN	208964.PA0610	GO Process	GO:1900378	Positive regulation of secondary metabolite biosynthetic process
prtN	208964.PA0610	GO Process	GO:1901564	Organonitrogen compound metabolic process
prtN	208964.PA0610	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
prtN	208964.PA0610	GO Process	GO:1901576	Organic substance biosynthetic process
prtN	208964.PA0610	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
prtN	208964.PA0610	GO Process	GO:2001141	Regulation of RNA biosynthetic process
prtN	208964.PA0610	GO Function	GO:0003676	Nucleic acid binding
prtN	208964.PA0610	GO Function	GO:0003677	DNA binding
prtN	208964.PA0610	GO Function	GO:0005488	Binding
prtN	208964.PA0610	GO Function	GO:0097159	Organic cyclic compound binding
prtN	208964.PA0610	GO Function	GO:1901363	Heterocyclic compound binding
prtN	208964.PA0610	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
prtN	208964.PA0610	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
prtN	208964.PA0610	STRING clusters	CL:10867	Toxin metabolic process, and S-type Pyocin
prtN	208964.PA0610	UniProt Keywords	KW-0010	Activator
prtN	208964.PA0610	UniProt Keywords	KW-0045	Antibiotic biosynthesis
prtN	208964.PA0610	UniProt Keywords	KW-0238	DNA-binding
prtN	208964.PA0610	UniProt Keywords	KW-0804	Transcription
prtN	208964.PA0610	UniProt Keywords	KW-0805	Transcription regulation
prtN	208964.PA0610	UniProt Keywords	KW-0871	Bacteriocin biosynthesis
prtN	208964.PA0610	Pfam	PF11112	Pyocin activator protein PrtN
prtN	208964.PA0610	InterPro	IPR020518	Transcription regulator PrtN
purF	208964.PA3108	GO Process	GO:0006082	Organic acid metabolic process
purF	208964.PA3108	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
purF	208964.PA3108	GO Process	GO:0006144	Purine nucleobase metabolic process
purF	208964.PA3108	GO Process	GO:0006163	Purine nucleotide metabolic process
purF	208964.PA3108	GO Process	GO:0006164	Purine nucleotide biosynthetic process
purF	208964.PA3108	GO Process	GO:0006188	IMP biosynthetic process
purF	208964.PA3108	GO Process	GO:0006189	De novo IMP biosynthetic process
purF	208964.PA3108	GO Process	GO:0006520	Cellular amino acid metabolic process
purF	208964.PA3108	GO Process	GO:0006541	Glutamine metabolic process
purF	208964.PA3108	GO Process	GO:0006725	Cellular aromatic compound metabolic process
purF	208964.PA3108	GO Process	GO:0006753	Nucleoside phosphate metabolic process
purF	208964.PA3108	GO Process	GO:0006793	Phosphorus metabolic process
purF	208964.PA3108	GO Process	GO:0006796	Phosphate-containing compound metabolic process
purF	208964.PA3108	GO Process	GO:0006807	Nitrogen compound metabolic process
purF	208964.PA3108	GO Process	GO:0008152	Metabolic process
purF	208964.PA3108	GO Process	GO:0009058	Biosynthetic process
purF	208964.PA3108	GO Process	GO:0009064	Glutamine family amino acid metabolic process
purF	208964.PA3108	GO Process	GO:0009112	Nucleobase metabolic process
purF	208964.PA3108	GO Process	GO:0009113	Purine nucleobase biosynthetic process
purF	208964.PA3108	GO Process	GO:0009117	Nucleotide metabolic process
purF	208964.PA3108	GO Process	GO:0009123	Nucleoside monophosphate metabolic process
purF	208964.PA3108	GO Process	GO:0009124	Nucleoside monophosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:0009126	Purine nucleoside monophosphate metabolic process
purF	208964.PA3108	GO Process	GO:0009127	Purine nucleoside monophosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:0009150	Purine ribonucleotide metabolic process
purF	208964.PA3108	GO Process	GO:0009152	Purine ribonucleotide biosynthetic process
purF	208964.PA3108	GO Process	GO:0009156	Ribonucleoside monophosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:0009161	Ribonucleoside monophosphate metabolic process
purF	208964.PA3108	GO Process	GO:0009165	Nucleotide biosynthetic process
purF	208964.PA3108	GO Process	GO:0009167	Purine ribonucleoside monophosphate metabolic process
purF	208964.PA3108	GO Process	GO:0009168	Purine ribonucleoside monophosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:0009259	Ribonucleotide metabolic process
purF	208964.PA3108	GO Process	GO:0009260	Ribonucleotide biosynthetic process
purF	208964.PA3108	GO Process	GO:0009987	Cellular process
purF	208964.PA3108	GO Process	GO:0018130	Heterocycle biosynthetic process
purF	208964.PA3108	GO Process	GO:0019438	Aromatic compound biosynthetic process
purF	208964.PA3108	GO Process	GO:0019637	Organophosphate metabolic process
purF	208964.PA3108	GO Process	GO:0019693	Ribose phosphate metabolic process
purF	208964.PA3108	GO Process	GO:0019752	Carboxylic acid metabolic process
purF	208964.PA3108	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
purF	208964.PA3108	GO Process	GO:0034654	Nucleobase-containing compound biosynthetic process
purF	208964.PA3108	GO Process	GO:0043436	Oxoacid metabolic process
purF	208964.PA3108	GO Process	GO:0044237	Cellular metabolic process
purF	208964.PA3108	GO Process	GO:0044238	Primary metabolic process
purF	208964.PA3108	GO Process	GO:0044249	Cellular biosynthetic process
purF	208964.PA3108	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
purF	208964.PA3108	GO Process	GO:0044281	Small molecule metabolic process
purF	208964.PA3108	GO Process	GO:0046040	IMP metabolic process
purF	208964.PA3108	GO Process	GO:0046112	Nucleobase biosynthetic process
purF	208964.PA3108	GO Process	GO:0046390	Ribose phosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:0046483	Heterocycle metabolic process
purF	208964.PA3108	GO Process	GO:0055086	Nucleobase-containing small molecule metabolic process
purF	208964.PA3108	GO Process	GO:0071704	Organic substance metabolic process
purF	208964.PA3108	GO Process	GO:0072521	Purine-containing compound metabolic process
purF	208964.PA3108	GO Process	GO:0072522	Purine-containing compound biosynthetic process
purF	208964.PA3108	GO Process	GO:0090407	Organophosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:1901135	Carbohydrate derivative metabolic process
purF	208964.PA3108	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
purF	208964.PA3108	GO Process	GO:1901293	Nucleoside phosphate biosynthetic process
purF	208964.PA3108	GO Process	GO:1901360	Organic cyclic compound metabolic process
purF	208964.PA3108	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
purF	208964.PA3108	GO Process	GO:1901564	Organonitrogen compound metabolic process
purF	208964.PA3108	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
purF	208964.PA3108	GO Process	GO:1901576	Organic substance biosynthetic process
purF	208964.PA3108	GO Process	GO:1901605	Alpha-amino acid metabolic process
purF	208964.PA3108	GO Function	GO:0000287	Magnesium ion binding
purF	208964.PA3108	GO Function	GO:0003824	Catalytic activity
purF	208964.PA3108	GO Function	GO:0004044	Amidophosphoribosyltransferase activity
purF	208964.PA3108	GO Function	GO:0005488	Binding
purF	208964.PA3108	GO Function	GO:0016740	Transferase activity
purF	208964.PA3108	GO Function	GO:0016757	Glycosyltransferase activity
purF	208964.PA3108	GO Function	GO:0016763	Pentosyltransferase activity
purF	208964.PA3108	GO Function	GO:0043167	Ion binding
purF	208964.PA3108	GO Function	GO:0043169	Cation binding
purF	208964.PA3108	GO Function	GO:0046872	Metal ion binding
purF	208964.PA3108	GO Component	GO:0005622	Intracellular anatomical structure
purF	208964.PA3108	GO Component	GO:0005737	Cytoplasm
purF	208964.PA3108	GO Component	GO:0110165	Cellular anatomical entity
purF	208964.PA3108	STRING clusters	CL:1322	Amino-acid biosynthesis, and Nucleoside monophosphate metabolic process
purF	208964.PA3108	STRING clusters	CL:1323	Nucleoside monophosphate metabolic process, and Glycine, serine and threonine metabolism
purF	208964.PA3108	STRING clusters	CL:1324	Nucleoside monophosphate biosynthetic process, and Ribonucleoside-diphosphate reductase activity
purF	208964.PA3108	STRING clusters	CL:1326	Ribonucleoside monophosphate metabolic process
purF	208964.PA3108	STRING clusters	CL:1327	Purine nucleoside monophosphate metabolic process
purF	208964.PA3108	STRING clusters	CL:1328	Purine biosynthesis
purF	208964.PA3108	STRING clusters	CL:1331	De novo IMP biosynthetic process
purF	208964.PA3108	KEGG	pae00230	Purine metabolism
purF	208964.PA3108	KEGG	pae00250	Alanine, aspartate and glutamate metabolism
purF	208964.PA3108	KEGG	pae01100	Metabolic pathways
purF	208964.PA3108	KEGG	pae01110	Biosynthesis of secondary metabolites
purF	208964.PA3108	COMPARTMENTS	GOCC:0005622	Intracellular
purF	208964.PA3108	COMPARTMENTS	GOCC:0005737	Cytoplasm
purF	208964.PA3108	COMPARTMENTS	GOCC:0005829	Cytosol
purF	208964.PA3108	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
purF	208964.PA3108	UniProt Keywords	KW-0315	Glutamine amidotransferase
purF	208964.PA3108	UniProt Keywords	KW-0328	Glycosyltransferase
purF	208964.PA3108	UniProt Keywords	KW-0460	Magnesium
purF	208964.PA3108	UniProt Keywords	KW-0479	Metal-binding
purF	208964.PA3108	UniProt Keywords	KW-0658	Purine biosynthesis
purF	208964.PA3108	UniProt Keywords	KW-0808	Transferase
purF	208964.PA3108	Pfam	PF00156	Phosphoribosyl transferase domain
purF	208964.PA3108	Pfam	PF13230	Glutamine amidotransferases class-II
purF	208964.PA3108	InterPro	IPR000836	Phosphoribosyltransferase domain
purF	208964.PA3108	InterPro	IPR005854	Amidophosphoribosyltransferase
purF	208964.PA3108	InterPro	IPR017932	Glutamine amidotransferase type 2 domain
purF	208964.PA3108	InterPro	IPR029055	Nucleophile aminohydrolases, N-terminal
purF	208964.PA3108	InterPro	IPR029057	Phosphoribosyltransferase-like
purF	208964.PA3108	InterPro	IPR035584	Amidophosphoribosyltransferase, N-terminal
recA	208964.PA3617	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
recA	208964.PA3617	GO Process	GO:0006259	DNA metabolic process
recA	208964.PA3617	GO Process	GO:0006281	DNA repair
recA	208964.PA3617	GO Process	GO:0006310	DNA recombination
recA	208964.PA3617	GO Process	GO:0006725	Cellular aromatic compound metabolic process
recA	208964.PA3617	GO Process	GO:0006807	Nitrogen compound metabolic process
recA	208964.PA3617	GO Process	GO:0006950	Response to stress
recA	208964.PA3617	GO Process	GO:0006974	Cellular response to DNA damage stimulus
recA	208964.PA3617	GO Process	GO:0007154	Cell communication
recA	208964.PA3617	GO Process	GO:0008152	Metabolic process
recA	208964.PA3617	GO Process	GO:0009432	SOS response
recA	208964.PA3617	GO Process	GO:0009605	Response to external stimulus
recA	208964.PA3617	GO Process	GO:0009987	Cellular process
recA	208964.PA3617	GO Process	GO:0009991	Response to extracellular stimulus
recA	208964.PA3617	GO Process	GO:0031668	Cellular response to extracellular stimulus
recA	208964.PA3617	GO Process	GO:0033554	Cellular response to stress
recA	208964.PA3617	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
recA	208964.PA3617	GO Process	GO:0043170	Macromolecule metabolic process
recA	208964.PA3617	GO Process	GO:0044237	Cellular metabolic process
recA	208964.PA3617	GO Process	GO:0044238	Primary metabolic process
recA	208964.PA3617	GO Process	GO:0044260	Cellular macromolecule metabolic process
recA	208964.PA3617	GO Process	GO:0046483	Heterocycle metabolic process
recA	208964.PA3617	GO Process	GO:0050896	Response to stimulus
recA	208964.PA3617	GO Process	GO:0051716	Cellular response to stimulus
recA	208964.PA3617	GO Process	GO:0071496	Cellular response to external stimulus
recA	208964.PA3617	GO Process	GO:0071704	Organic substance metabolic process
recA	208964.PA3617	GO Process	GO:0090304	Nucleic acid metabolic process
recA	208964.PA3617	GO Process	GO:1901360	Organic cyclic compound metabolic process
recA	208964.PA3617	GO Function	GO:0000166	Nucleotide binding
recA	208964.PA3617	GO Function	GO:0003676	Nucleic acid binding
recA	208964.PA3617	GO Function	GO:0003677	DNA binding
recA	208964.PA3617	GO Function	GO:0003684	Damaged DNA binding
recA	208964.PA3617	GO Function	GO:0003697	Single-stranded DNA binding
recA	208964.PA3617	GO Function	GO:0003824	Catalytic activity
recA	208964.PA3617	GO Function	GO:0005488	Binding
recA	208964.PA3617	GO Function	GO:0005524	ATP binding
recA	208964.PA3617	GO Function	GO:0008094	ATP-dependent activity, acting on DNA
recA	208964.PA3617	GO Function	GO:0017076	Purine nucleotide binding
recA	208964.PA3617	GO Function	GO:0030554	Adenyl nucleotide binding
recA	208964.PA3617	GO Function	GO:0032553	Ribonucleotide binding
recA	208964.PA3617	GO Function	GO:0032555	Purine ribonucleotide binding
recA	208964.PA3617	GO Function	GO:0032559	Adenyl ribonucleotide binding
recA	208964.PA3617	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
recA	208964.PA3617	GO Function	GO:0036094	Small molecule binding
recA	208964.PA3617	GO Function	GO:0043167	Ion binding
recA	208964.PA3617	GO Function	GO:0043168	Anion binding
recA	208964.PA3617	GO Function	GO:0097159	Organic cyclic compound binding
recA	208964.PA3617	GO Function	GO:0097367	Carbohydrate derivative binding
recA	208964.PA3617	GO Function	GO:0140097	Catalytic activity, acting on DNA
recA	208964.PA3617	GO Function	GO:0140299	Small molecule sensor activity
recA	208964.PA3617	GO Function	GO:0140612	DNA damage sensor activity
recA	208964.PA3617	GO Function	GO:0140640	Catalytic activity, acting on a nucleic acid
recA	208964.PA3617	GO Function	GO:0140657	ATP-dependent activity
recA	208964.PA3617	GO Function	GO:0140664	ATP-dependent DNA damage sensor activity
recA	208964.PA3617	GO Function	GO:1901265	Nucleoside phosphate binding
recA	208964.PA3617	GO Function	GO:1901363	Heterocyclic compound binding
recA	208964.PA3617	GO Component	GO:0005622	Intracellular anatomical structure
recA	208964.PA3617	GO Component	GO:0005737	Cytoplasm
recA	208964.PA3617	GO Component	GO:0110165	Cellular anatomical entity
recA	208964.PA3617	STRING clusters	CL:653	Catalytic activity, acting on DNA, and Regulation of DNA metabolic process
recA	208964.PA3617	STRING clusters	CL:654	DNA repair, and DNA replication
recA	208964.PA3617	STRING clusters	CL:656	DNA repair, and DNA replication
recA	208964.PA3617	STRING clusters	CL:658	DNA repair, and Mismatch repair
recA	208964.PA3617	STRING clusters	CL:659	DNA repair, and Exonuclease
recA	208964.PA3617	STRING clusters	CL:660	DNA repair
recA	208964.PA3617	STRING clusters	CL:662	SOS response, and Mismatch repair
recA	208964.PA3617	STRING clusters	CL:664	DNA recombination and repair protein RecA-like, ATP-binding domain, and Regulation of DNA repair
recA	208964.PA3617	KEGG	pae03440	Homologous recombination
recA	208964.PA3617	COMPARTMENTS	GOCC:0005622	Intracellular
recA	208964.PA3617	COMPARTMENTS	GOCC:0005737	Cytoplasm
recA	208964.PA3617	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
recA	208964.PA3617	UniProt Keywords	KW-0067	ATP-binding
recA	208964.PA3617	UniProt Keywords	KW-0227	DNA damage
recA	208964.PA3617	UniProt Keywords	KW-0233	DNA recombination
recA	208964.PA3617	UniProt Keywords	KW-0234	DNA repair
recA	208964.PA3617	UniProt Keywords	KW-0238	DNA-binding
recA	208964.PA3617	UniProt Keywords	KW-0547	Nucleotide-binding
recA	208964.PA3617	UniProt Keywords	KW-0742	SOS response
recA	208964.PA3617	UniProt Keywords	KW-0963	Cytoplasm
recA	208964.PA3617	InterPro	IPR003593	AAA+ ATPase domain
recA	208964.PA3617	InterPro	IPR013765	DNA recombination and repair protein RecA
recA	208964.PA3617	InterPro	IPR020584	DNA recombination/repair protein RecA, conserved site
recA	208964.PA3617	InterPro	IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface
recA	208964.PA3617	InterPro	IPR020588	DNA recombination and repair protein RecA-like, ATP-binding domain
recA	208964.PA3617	InterPro	IPR023400	DNA recombination and repair protein RecA, C-terminal
recA	208964.PA3617	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
recA	208964.PA3617	SMART	SM00382	ATPases associated with a variety of cellular activities
recN	208964.PA4763	GO Process	GO:0000724	Double-strand break repair via homologous recombination
recN	208964.PA4763	GO Process	GO:0000725	Recombinational repair
recN	208964.PA4763	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
recN	208964.PA4763	GO Process	GO:0006259	DNA metabolic process
recN	208964.PA4763	GO Process	GO:0006281	DNA repair
recN	208964.PA4763	GO Process	GO:0006302	Double-strand break repair
recN	208964.PA4763	GO Process	GO:0006310	DNA recombination
recN	208964.PA4763	GO Process	GO:0006725	Cellular aromatic compound metabolic process
recN	208964.PA4763	GO Process	GO:0006807	Nitrogen compound metabolic process
recN	208964.PA4763	GO Process	GO:0006950	Response to stress
recN	208964.PA4763	GO Process	GO:0006974	Cellular response to DNA damage stimulus
recN	208964.PA4763	GO Process	GO:0007154	Cell communication
recN	208964.PA4763	GO Process	GO:0008152	Metabolic process
recN	208964.PA4763	GO Process	GO:0009314	Response to radiation
recN	208964.PA4763	GO Process	GO:0009432	SOS response
recN	208964.PA4763	GO Process	GO:0009605	Response to external stimulus
recN	208964.PA4763	GO Process	GO:0009628	Response to abiotic stimulus
recN	208964.PA4763	GO Process	GO:0009987	Cellular process
recN	208964.PA4763	GO Process	GO:0009991	Response to extracellular stimulus
recN	208964.PA4763	GO Process	GO:0031668	Cellular response to extracellular stimulus
recN	208964.PA4763	GO Process	GO:0033554	Cellular response to stress
recN	208964.PA4763	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
recN	208964.PA4763	GO Process	GO:0043170	Macromolecule metabolic process
recN	208964.PA4763	GO Process	GO:0044237	Cellular metabolic process
recN	208964.PA4763	GO Process	GO:0044238	Primary metabolic process
recN	208964.PA4763	GO Process	GO:0044260	Cellular macromolecule metabolic process
recN	208964.PA4763	GO Process	GO:0046483	Heterocycle metabolic process
recN	208964.PA4763	GO Process	GO:0050896	Response to stimulus
recN	208964.PA4763	GO Process	GO:0051716	Cellular response to stimulus
recN	208964.PA4763	GO Process	GO:0071496	Cellular response to external stimulus
recN	208964.PA4763	GO Process	GO:0071704	Organic substance metabolic process
recN	208964.PA4763	GO Process	GO:0090304	Nucleic acid metabolic process
recN	208964.PA4763	GO Process	GO:1901360	Organic cyclic compound metabolic process
recN	208964.PA4763	GO Function	GO:0000166	Nucleotide binding
recN	208964.PA4763	GO Function	GO:0005488	Binding
recN	208964.PA4763	GO Function	GO:0005524	ATP binding
recN	208964.PA4763	GO Function	GO:0017076	Purine nucleotide binding
recN	208964.PA4763	GO Function	GO:0030554	Adenyl nucleotide binding
recN	208964.PA4763	GO Function	GO:0032553	Ribonucleotide binding
recN	208964.PA4763	GO Function	GO:0032555	Purine ribonucleotide binding
recN	208964.PA4763	GO Function	GO:0032559	Adenyl ribonucleotide binding
recN	208964.PA4763	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
recN	208964.PA4763	GO Function	GO:0036094	Small molecule binding
recN	208964.PA4763	GO Function	GO:0043167	Ion binding
recN	208964.PA4763	GO Function	GO:0043168	Anion binding
recN	208964.PA4763	GO Function	GO:0097159	Organic cyclic compound binding
recN	208964.PA4763	GO Function	GO:0097367	Carbohydrate derivative binding
recN	208964.PA4763	GO Function	GO:1901265	Nucleoside phosphate binding
recN	208964.PA4763	GO Function	GO:1901363	Heterocyclic compound binding
recN	208964.PA4763	STRING clusters	CL:653	Catalytic activity, acting on DNA, and Regulation of DNA metabolic process
recN	208964.PA4763	STRING clusters	CL:654	DNA repair, and DNA replication
recN	208964.PA4763	STRING clusters	CL:656	DNA repair, and DNA replication
recN	208964.PA4763	STRING clusters	CL:658	DNA repair, and Mismatch repair
recN	208964.PA4763	STRING clusters	CL:659	DNA repair, and Exonuclease
recN	208964.PA4763	STRING clusters	CL:660	DNA repair
recN	208964.PA4763	STRING clusters	CL:662	SOS response, and Mismatch repair
recN	208964.PA4763	STRING clusters	CL:664	DNA recombination and repair protein RecA-like, ATP-binding domain, and Regulation of DNA repair
recN	208964.PA4763	COMPARTMENTS	GOCC:0005622	Intracellular
recN	208964.PA4763	COMPARTMENTS	GOCC:0005737	Cytoplasm
recN	208964.PA4763	COMPARTMENTS	GOCC:0005829	Cytosol
recN	208964.PA4763	COMPARTMENTS	GOCC:0009295	Nucleoid
recN	208964.PA4763	COMPARTMENTS	GOCC:0043226	Organelle
recN	208964.PA4763	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
recN	208964.PA4763	COMPARTMENTS	GOCC:0043229	Intracellular organelle
recN	208964.PA4763	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
recN	208964.PA4763	COMPARTMENTS	GOCC:0043590	Bacterial nucleoid
recN	208964.PA4763	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
recN	208964.PA4763	UniProt Keywords	KW-0175	Coiled coil
recN	208964.PA4763	UniProt Keywords	KW-0227	DNA damage
recN	208964.PA4763	UniProt Keywords	KW-0234	DNA repair
recN	208964.PA4763	Pfam	PF13476	AAA domain
recN	208964.PA4763	InterPro	IPR003395	RecF/RecN/SMC, N-terminal
recN	208964.PA4763	InterPro	IPR004604	DNA recombination/repair protein RecN
recN	208964.PA4763	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
rimM	208964.PA3744	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
rimM	208964.PA3744	GO Process	GO:0006364	rRNA processing
rimM	208964.PA3744	GO Process	GO:0006396	RNA processing
rimM	208964.PA3744	GO Process	GO:0006725	Cellular aromatic compound metabolic process
rimM	208964.PA3744	GO Process	GO:0006807	Nitrogen compound metabolic process
rimM	208964.PA3744	GO Process	GO:0008152	Metabolic process
rimM	208964.PA3744	GO Process	GO:0009987	Cellular process
rimM	208964.PA3744	GO Process	GO:0010467	Gene expression
rimM	208964.PA3744	GO Process	GO:0016070	RNA metabolic process
rimM	208964.PA3744	GO Process	GO:0016072	rRNA metabolic process
rimM	208964.PA3744	GO Process	GO:0022613	Ribonucleoprotein complex biogenesis
rimM	208964.PA3744	GO Process	GO:0034470	ncRNA processing
rimM	208964.PA3744	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
rimM	208964.PA3744	GO Process	GO:0034660	ncRNA metabolic process
rimM	208964.PA3744	GO Process	GO:0042254	Ribosome biogenesis
rimM	208964.PA3744	GO Process	GO:0042274	Ribosomal small subunit biogenesis
rimM	208964.PA3744	GO Process	GO:0043170	Macromolecule metabolic process
rimM	208964.PA3744	GO Process	GO:0044085	Cellular component biogenesis
rimM	208964.PA3744	GO Process	GO:0044237	Cellular metabolic process
rimM	208964.PA3744	GO Process	GO:0044238	Primary metabolic process
rimM	208964.PA3744	GO Process	GO:0046483	Heterocycle metabolic process
rimM	208964.PA3744	GO Process	GO:0071704	Organic substance metabolic process
rimM	208964.PA3744	GO Process	GO:0071840	Cellular component organization or biogenesis
rimM	208964.PA3744	GO Process	GO:0090304	Nucleic acid metabolic process
rimM	208964.PA3744	GO Process	GO:1901360	Organic cyclic compound metabolic process
rimM	208964.PA3744	GO Function	GO:0005488	Binding
rimM	208964.PA3744	GO Function	GO:0043021	Ribonucleoprotein complex binding
rimM	208964.PA3744	GO Function	GO:0043022	Ribosome binding
rimM	208964.PA3744	GO Function	GO:0044877	Protein-containing complex binding
rimM	208964.PA3744	GO Component	GO:0005622	Intracellular anatomical structure
rimM	208964.PA3744	GO Component	GO:0005737	Cytoplasm
rimM	208964.PA3744	GO Component	GO:0005840	Ribosome
rimM	208964.PA3744	GO Component	GO:0043226	Organelle
rimM	208964.PA3744	GO Component	GO:0043228	Non-membrane-bounded organelle
rimM	208964.PA3744	GO Component	GO:0043229	Intracellular organelle
rimM	208964.PA3744	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
rimM	208964.PA3744	GO Component	GO:0110165	Cellular anatomical entity
rimM	208964.PA3744	STRING clusters	CL:63	Translation, and Protein export
rimM	208964.PA3744	STRING clusters	CL:64	Translation, and Protein export
rimM	208964.PA3744	STRING clusters	CL:65	Translation, and Protein export
rimM	208964.PA3744	STRING clusters	CL:66	Translation, and Proton-transporting ATP synthase complex
rimM	208964.PA3744	STRING clusters	CL:67	Translation, and Proton-transporting ATP synthase complex
rimM	208964.PA3744	STRING clusters	CL:69	Ribosome, and Translation regulator activity
rimM	208964.PA3744	STRING clusters	CL:70	Ribosome, and Translation regulator activity
rimM	208964.PA3744	STRING clusters	CL:72	Ribosome, and Translation regulator activity
rimM	208964.PA3744	STRING clusters	CL:75	Ribosome, and Translation regulator activity
rimM	208964.PA3744	STRING clusters	CL:78	Ribosome, and Translation protein, beta-barrel domain superfamily
rimM	208964.PA3744	COMPARTMENTS	GOCC:0005622	Intracellular
rimM	208964.PA3744	COMPARTMENTS	GOCC:0005737	Cytoplasm
rimM	208964.PA3744	COMPARTMENTS	GOCC:0005829	Cytosol
rimM	208964.PA3744	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
rimM	208964.PA3744	UniProt Keywords	KW-0143	Chaperone
rimM	208964.PA3744	UniProt Keywords	KW-0690	Ribosome biogenesis
rimM	208964.PA3744	UniProt Keywords	KW-0963	Cytoplasm
rimM	208964.PA3744	Pfam	PF01782	RimM N-terminal domain
rimM	208964.PA3744	Pfam	PF05239	PRC-barrel domain
rimM	208964.PA3744	InterPro	IPR002676	RimM, N-terminal
rimM	208964.PA3744	InterPro	IPR009000	Translation protein, beta-barrel domain superfamily
rimM	208964.PA3744	InterPro	IPR011033	PRC-barrel-like superfamily
rimM	208964.PA3744	InterPro	IPR011961	16S rRNA processing protein RimM
rimM	208964.PA3744	InterPro	IPR027275	PRC-barrel domain
rimM	208964.PA3744	InterPro	IPR036976	RimM, N-terminal domain superfamily
rluB	208964.PA3179	GO Process	GO:0000154	rRNA modification
rluB	208964.PA3179	GO Process	GO:0000455	Enzyme-directed rRNA pseudouridine synthesis
rluB	208964.PA3179	GO Process	GO:0001522	Pseudouridine synthesis
rluB	208964.PA3179	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
rluB	208964.PA3179	GO Process	GO:0006364	rRNA processing
rluB	208964.PA3179	GO Process	GO:0006396	RNA processing
rluB	208964.PA3179	GO Process	GO:0006725	Cellular aromatic compound metabolic process
rluB	208964.PA3179	GO Process	GO:0006807	Nitrogen compound metabolic process
rluB	208964.PA3179	GO Process	GO:0008152	Metabolic process
rluB	208964.PA3179	GO Process	GO:0009451	RNA modification
rluB	208964.PA3179	GO Process	GO:0009987	Cellular process
rluB	208964.PA3179	GO Process	GO:0010467	Gene expression
rluB	208964.PA3179	GO Process	GO:0016070	RNA metabolic process
rluB	208964.PA3179	GO Process	GO:0016072	rRNA metabolic process
