#node	identifier	domain_summary_url	annotation	other_names_and_aliases
nrdB	208964.PA1155	NrdB, tyrosyl radical-harboring component of class Ia ribonucleotide reductase; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides; Belongs to the ribonucleoside diphosphate reductase small chain family.	https://smart.embl.de/smart/DDvec.cgi?smart=415:Pfam_Ribonuc_red_sm(94|382)+	1.17.4.1,877692,AAG04544,AAG04544.1,EC 1.17.4.1,NC_002516.2,NP_249846,NP_249846.1,NZ_QZGE01000006.1,NrdB,PA115,PA1155,Q9I4I2,Q9I4I2_PSEAE,Ribonucleoside-diphosphate reductase beta chain,WP_003086547.1,nrdB,pae:PA1155
nuoF	208964.PA2641	NADH dehydrogenase I chain F; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=448:Pfam_Complex1_51K(62|235)+NADH_4Fe-4S(346|391)+	7.1.1.-,7.1.1.2,882348,AAG06029,AAG06029.1,EC 7.1.1.2,NADH dehydrogenase I chain F,NADH dehydrogenase I subunit F,NADH-quinone oxidoreductase subunit F,NC_002516.2,NDH-1 subunit F,NP_251331,NP_251331.1,NUOF_PSEAE,NZ_QZGE01000008.1,NuoF,PA2641,Q9I0J7,WP_003097674.1,nuoF,pae:PA2641
nuoG	208964.PA2642	NADH dehydrogenase I chain G; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=905:Pfam_Fer2(4|72)+NADH-G_4Fe-4S_3(88|128)+Molybdop_Fe4S4(221|275)+Pfam_Molybdopterin(491|646)+	7.1.1.-,7.1.1.2,882349,AAG06030,AAG06030.1,EC 7.1.1.2,NADH dehydrogenase I chain G,NADH dehydrogenase I subunit G,NADH-quinone oxidoreductase subunit G,NC_002516.2,NDH-1 subunit G,NP_251332,NP_251332.1,NUOG_PSEAE,NZ_QZGE01000008.1,NuoG,PA2642,Q9I0J6,WP_003113377.1,nuoG,pae:PA2642
nuoH	208964.PA2643	NADH dehydrogenase I chain H; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone.	https://smart.embl.de/smart/DDvec.cgi?smart=331:Pfam_NADHdh(16|323)+	7.1.1.-,7.1.1.2,882350,AAG06031,AAG06031.1,EC 7.1.1.2,NADH dehydrogenase I chain H,NADH dehydrogenase I subunit H,NADH-quinone oxidoreductase subunit H,NC_002516.2,NDH-1 subunit H,NP_251333,NP_251333.1,NUOH_PSEAE,NZ_QZGE01000008.1,NuoH,PA2643,Q9I0J5,WP_003090465.1,nuoH,pae:PA2643
nuoI	208964.PA2644	NADH Dehydrogenase I chain I; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.	https://smart.embl.de/smart/DDvec.cgi?smart=182:Pfam_Fer4(58|78)+Pfam_Fer4(94|117)+	7.1.1.-,7.1.1.2,882353,AAG06032,AAG06032.1,EC 7.1.1.2,NADH Dehydrogenase I chain I,NADH dehydrogenase I subunit I,NADH-quinone oxidoreductase subunit I,NC_002516.2,NDH-1 subunit I,NP_251334,NP_251334.1,NUOI_PSEAE,NZ_QZGE01000008.1,NuoI,PA2644,Q9I0J4,WP_003090467.1,nuoI,pae:PA2644
nuoJ	208964.PA2645	NADH dehydrogenase I chain J; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity); Belongs to the complex I subunit 6 family.	https://smart.embl.de/smart/DDvec.cgi?smart=166:Pfam_Oxidored_q3(15|159)+	7.1.1.-,7.1.1.2,882354,AAG06033,AAG06033.1,EC 7.1.1.2,NADH dehydrogenase I chain J,NADH dehydrogenase I subunit J,NADH-quinone oxidoreductase subunit J,NC_002516.2,NDH-1 subunit J,NP_251335,NP_251335.1,NUOJ_PSEAE,NZ_QZGE01000008.1,NuoJ,PA2645,Q9I0J3,WP_003090473.1,nuoJ,pae:PA2645
nuoK	208964.PA2646	NADH dehydrogenase I chain K; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; Belongs to the complex I subunit 4L family.	https://smart.embl.de/smart/DDvec.cgi?smart=102:Pfam_Oxidored_q2(8|101)+	7.1.1.-,7.1.1.2,882355,AAG06034,AAG06034.1,EC 7.1.1.2,NADH dehydrogenase I chain K,NADH dehydrogenase I subunit K,NADH-quinone oxidoreductase subunit K,NC_002516.2,NDH-1 subunit K,NP_251336,NP_251336.1,NUOK_PSEAE,NZ_QZGE01000008.1,NuoK,PA2646,Q9I0J2,WP_003090475.1,nuoK,pae:PA2646
nuoL	208964.PA2647	NADH dehydrogenase I chain L; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity); Belongs to the complex I subunit 5 family.	https://smart.embl.de/smart/DDvec.cgi?smart=615:TRANS(4|21)+TRANS(28|50)+Pfam_Proton_antipo_N(66|123)+Pfam_Proton_antipo_M(135|427)+TRANS(453|475)+TRANS(495|517)+TRANS(596|614)+	7.1.1.-,7.1.1.2,882356,AAG06035,AAG06035.1,EC 7.1.1.2,NADH dehydrogenase I chain L,NADH dehydrogenase I subunit L,NADH-quinone oxidoreductase subunit L,NC_002516.2,NDH-1 subunit L,NP_251337,NP_251337.1,NUOL_PSEAE,NZ_QZGE01000008.1,NuoL,PA2647,Q9I0J1,WP_003097681.1,nuoL,pae:PA2647
nuoM	208964.PA2648	NADH dehydrogenase I chain M; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity); Belongs to the complex I subunit 4 family.	https://smart.embl.de/smart/DDvec.cgi?smart=509:TRANS(5|20)+TRANS(27|49)+TRANS(86|108)+Pfam_Proton_antipo_M(134|434)+TRANS(463|485)+	7.1.1.-,7.1.1.2,882357,AAG06036,AAG06036.1,EC 7.1.1.2,NADH dehydrogenase I chain M,NADH dehydrogenase I subunit M,NADH-quinone oxidoreductase subunit M,NC_002516.2,NDH-1 subunit M,NP_251338,NP_251338.1,NUOM_PSEAE,NZ_QZGE01000008.1,NuoM,PA2648,Q9I0J0,WP_003097684.1,nuoM,pae:PA2648
obg	208964.PA4566	GTP-binding protein Obg; An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control. Belongs to the TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family.	https://smart.embl.de/smart/DDvec.cgi?smart=406:Pfam_GTP1_OBG(4|158)+Pfam_MMR_HSR1(161|284)+	3.6.5.-,880877,AAG07954,AAG07954.1,EC 3.6.5.-,GTP-binding protein Obg,GTPase,GTPase Obg,GTPase ObgE,NC_002516.2,NP_253256,NP_253256.1,NZ_QZGE01000004.1,OBG_PSEAE,Obg,PA4566,Q9HVL8,WP_003094758.1,obg,pae:PA4566
oprB	208964.PA3186	Glucose/carbohydrate outer membrane porin OprB precursor; Substrate-selective channel for a variety of different sugars. Could potentially facilitate the diffusion of diverse compounds, dependent on the presence of a hydroxyl group, but is presumably restricted to carbohydrates. Involved in the transport of glucose, mannitol, fructose and glycerol (sugars able to support the growth of P.aeruginosa). Facilitates glucose diffusion across the outer membrane.	https://smart.embl.de/smart/DDvec.cgi?smart=454:SIGNAL(1|34)+Pfam_OprB(79|454)+	882788,AAG06574,AAG06574.1,Glucose porin,NC_002516.2,NP_251876,NP_251876.1,NZ_ASJY01000515.1,OprB,Outer membrane protein D1,PA3186,PORB_PSEAE,Porin,Porin B,Q51485,Q9R4Z9,WP_003116413.1,oprB,pae:PA3186
oprD	208964.PA0958	Basic amino acid, basic peptide and imipenem outer membrane porin OprD precursor; Porin with a specificity for basic amino acids. Also possesses serine protease activity; Belongs to the outer membrane porin (Opr) (TC 1.B.25) family.	https://smart.embl.de/smart/DDvec.cgi?smart=443:SIGNAL(1|23)+Pfam_OprD(34|442)+	2ODJ,3.4.21.-,3SY7,4FOZ,881970,AAG04347,AAG04347.1,EC 3.4.21.-,NC_002516.2,NP_249649,NP_249649.1,NZ_QZGE01000007.1,OprD,Outer membrane protein D2,P32722,PA0958,PORD_PSEAE,Porin D,WP_003112576.1,oprD,pae:PA0958
oprG	208964.PA4067	Outer membrane protein OprG precursor; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=232:Pfam_OmpW(28|232)+	2N6L,2N6P,2X27,879793,AAG07454,AAG07454.1,NC_002516.2,NP_252756,NP_252756.1,NZ_QZGE01000013.1,OprG,Outer membrane protein,Outer membrane protein OprG,Outer membrane protein OprG precursor,PA4067,Q9HWW1,Q9HWW1_PSEAE,WP_003093337.1,oprG,pae:PA4067
oprI	208964.PA2853	Outer membrane lipoprotein OprI precursor; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=83:Pfam_Alanine_zipper(22|83)+	879851,AAG06241,AAG06241.1,Major outer membrane lipoprotein,NC_002516.2,NP_251543,NP_251543.1,NZ_QZGE01000011.1,OPRI_PSEAE,OprI,Outer membrane lipoprotein I,Outer membrane lipoprotein OprI,Outer membrane lipoprotein OprI precursor,P11221,PA2853,WP_003090944.1,oprI,pae:PA2853
pchC	208964.PA4229	Pyochelin biosynthetic protein PchC; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=251:Pfam_Abhydrolase_6(21|235)+	881845,AAG07617,AAG07617.1,NC_002516.2,NP_252919,NP_252919.1,NZ_QZGE01000028.1,PA4229,PchC,Pyochelin biosynthetic protein PchC,Q9HWG2,Q9HWG2_PSEAE,WP_003114687.1,pae:PA4229,pchC,pyochelin biosynthetic protein PchC
pdhA	208964.PA3417	Probable pyruvate dehydrogenase E1 component, alpha subunit; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It contains multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3).	https://smart.embl.de/smart/DDvec.cgi?smart=365:Pfam_DXP_synthase_N(134|216)+	1.2.4.1,879876,AAG06805,AAG06805.1,EC 1.2.4.1,NC_002516.2,NP_252107,NP_252107.1,NZ_QZGE01000017.1,PA3417,Q9HYI8,Q9HYI8_PSEAE,WP_003114486.1,pae:PA3417,pdhA
phzC2	208964.PA1901	Phenazine biosynthesis protein PhzC; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=405:Pfam_DAHP_synth_2(157|389)+	2.5.1.54,3-deoxy-7-phosphoheptulonate synthase,880519,882061,AAG05290,AAG05290.1,EC 2.5.1.54,NC_002516.2,NP_250592,NP_250592.1,NP_252901.1,NZ_QZGE01000046.1,O33408,PA1901,PA4212,Phenazine biosynthesis protein PhzC,Phospho-2-dehydro-3-deoxyheptonate aldolase,PhzC2,Q7DC82,Q7DC82_PSEAE,WP_003093621.1,pae:PA1901,phenazine biosynthesis protein PhzC,phzC1,phzC2
phzS	208964.PA4217	Flavin-containing monooxygenase; Involved in the biosynthesis of pyocyanine, a blue-pigmented phenazine derivative, which plays a role in virulence. Catalyzes the oxidative decarboxylation of 5-methylphenazine-1-carboxylate (5-methyl- PCA) to pyocyanine. Can also act on phenazine-1-carboxylate (PCA), converting it into 1-hydroxyphenazine (1-HP). However, PCA is a poor substrate.	https://smart.embl.de/smart/DDvec.cgi?smart=402:Pfam_FAD_binding_2(6|42)+Pfam_FAD_binding_3(284|365)+	1.14.13.218,2RGJ,3C96,5-methylphenazine-1-carboxylate 1-monooxygenase,881836,AAG07605,AAG07605.1,EC 1.14.13.218,Flavin-containing monooxygenase,Hypothetical protein,NC_002516.2,NP_252907,NP_252907.1,NZ_QZGE01000042.1,PA4217,PHZS_PSEAE,PhzS,Q9HWG9,WP_003115086.1,flavin-containing monooxygenase,pae:PA4217,phzS
pilA	208964.PA4525	Type 4 fimbrial precursor PilA; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa); Belongs to the N-Me-Phe pilin family.	https://smart.embl.de/smart/DDvec.cgi?smart=149:Pfam_N_methyl(1|27)+Pfam_Pilin(35|148)+	1PAN,1PAO,878423,AAG07913,AAG07913.1,FMPO_PSEAE,Fimbrial protein,NC_002516.2,NP_253215,NP_253215.1,NZ_QZGE01000004.1,P04739,PA4525,PilA,Pilin,Type 4 fimbrial precursor PilA,Type 4 fimbrial protein PilA,Type IV pilus assembly protein PilA,WP_003112842.1,fimA,pae:PA4525,pilA,type 4 fimbrial precursor PilA
pilB	208964.PA4526	Type 4 fimbrial biogenesis protein PilB; Involved in the translocation of the type IV pilin (PilA); Belongs to the GSP E family.	https://smart.embl.de/smart/DDvec.cgi?smart=566:Pfam_T2SSE_N(14|149)+AAA(318|439)+	879459,AAG07914,AAG07914.1,NC_002516.2,NP_253216,NP_253216.1,NZ_QZGE01000004.1,P22608,PA4526,PILB_PSEAE,PilB,Q9HVQ0,Type 4 fimbrial assembly protein PilB,Type 4 fimbrial biogenesis protein PilB,Type IV pilus assembly protein PilB,WP_003112841.1,pae:PA4526,pilB,type 4 fimbrial biogenesis protein PilB
pilP	208964.PA5041	Type 4 fimbrial biogenesis protein PilP; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=174:SIGNAL(1|21)+Pfam_PilP(26|170)+	2Y4X,2Y4Y,880984,AAG08426,AAG08426.1,G3XCX7,G3XCX7_PSEAE,NC_002516.2,NP_253728,NP_253728.1,NZ_QZGE01000002.1,PA5041,PilP,Type 4 fimbrial biogenesis protein PilP,Type IV pilus assembly protein PilP,WP_003095836.1,pae:PA5041,pilP,type 4 fimbrial biogenesis protein PilP
pqsB	208964.PA0997	PqsB; Required for the biosynthesis of the quorum-sensing signaling molecules 2-heptyl-4(1H)-quinolone (HHQ) and 2-heptyl-3-hydroxy-4(1H)- quinolone (Pseudomonas quinolone signal or PQS), which are important for biofilm formation and virulence. The PqsC/PqsB complex catalyzes the condensation of 2-aminobenzoylacetate (2-ABA) and octanoyl-CoA to form HHQ. PqsB, together with PqsC, catalyzes the coupling of 2-ABA with the octanoate group, leading to decarboxylation and dehydration, and resulting in closure of the quinoline ring. PqsB is probably required for the proper folding of PqsC ra [...] 	http://smart.embl.de/smart/DDvec.cgi?smart=283:	2-heptyl-4(1H)-quinolone synthase subunit PqsB,2.3.1.230,5DWZ,6ESZ,6ET0,6ET1,6ET2,6ET3,883098,AAG04386,AAG04386.1,EC 2.3.1.230,Hypothetical protein,NC_002516.2,NP_249688,NP_249688.1,NZ_QZGE01000006.1,PA0997,PQSB_PSEAE,PqsB,Q9I4X2,WP_003108611.1,pae:PA0997,pqsB
pqsD	208964.PA0999	3-oxoacyl-[acyl-carrier-protein] synthase III; Required for the biosynthesis of a number of signaling molecules, such as the quinolone signal 2-heptyl-3-hydroxy-4(1H)- quinolone (PQS), 2-heptyl-4-hydroxyquinoline (HHQ) and 2,4- dihydroxyquinoline (DHQ). These molecules are required for normal biofilm formation. Catalyzes the transfer of the anthraniloyl moiety from anthraniloyl-CoA to malonyl-CoA to form 2-aminobenzoylacetyl-CoA. The first step of the reaction is the formation of a covalent anthraniloyl-PqsD intermediate. Next, the short-lived intermediate 3-(2-aminophenyl)- 3-oxopropa [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=337:Pfam_ACP_syn_III(107|188)+Pfam_ACP_syn_III_C(242|329)+	2-heptyl-4(1H)-quinolone synthase PqsD,2.3.1.262,3-oxoacyl-ACP synthase,3-oxoacyl-[acyl-carrier-protein] synthase III,3H76,3H77,3H78,880625,AAG04388,AAG04388.1,Anthraniloyl-CoA anthraniloyltransferase,EC 2.3.1.262,NC_002516.2,NP_249690,NP_249690.1,NZ_QZGE01000006.1,P20582,PA0999,PQSD_PSEAE,PqsD,WP_003112550.1,pae:PA0999,pqsD
pqsE	208964.PA1000	Quinolone signal response protein; Required for the biosynthesis of the quorum-sensing signaling molecules 2-heptyl-4(1H)-quinolone (HHQ) and 2-heptyl-3-hydroxy-4(1H)- quinolone (Pseudomonas quinolone signal or PQS), which are important for biofilm formation and virulence. Catalyzes the hydrolysis of the intermediate 2-aminobenzoylacetyl-CoA (2-ABA-CoA) to form 2- aminobenzoylacetate (2-ABA), the precursor of HHQ. In vitro, can also hydrolyze other substrates such as S-ethyl-acetothioacetate and acetoacetyl-CoA, but is inactive against anthraniloyl-CoA, malonyl-CoA and octanoyl-CoA. Be [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=301:Lactamase_B(21|221)+	2-aminobenzoylacetyl-CoA thioesterase,2Q0I,2Q0J,2VW8,3.1.2.32,3DH8,5HIO,5HIP,5HIQ,5HIS,880721,AAG04389,AAG04389.1,EC 3.1.2.32,NC_002516.2,NP_249691,NP_249691.1,NZ_QZGE01000006.1,P20581,PA1000,PQSE_PSEAE,PqsE,Quinolone signal response protein,Thioesterase PqsE,WP_003086247.1,pae:PA1000,pqsE
proA	208964.PA4007	Gamma-glutamyl phosphate reductase; Catalyzes the NADPH-dependent reduction of L-glutamate 5- phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate. Belongs to the gamma-glutamyl phosphate reductase family.	https://smart.embl.de/smart/DDvec.cgi?smart=421:Pfam_Aldedh(288|384)+	1.2.1.41,878970,AAG07394,AAG07394.1,EC 1.2.1.41,GPR,GSA dehydrogenase,Gamma-glutamyl phosphate reductase,Glutamate-5-semialdehyde dehydrogenase,Glutamyl-gamma-semialdehyde dehydrogenase,NC_002516.2,NP_252696,NP_252696.1,NZ_QZGE01000038.1,PA4007,PROA_PSEAE,ProA,Q9HX20,WP_003114089.1,gamma-glutamyl phosphate reductase,pae:PA4007,proA
prs	208964.PA4670	Ribose-phosphate pyrophosphokinase; Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib- 5-P); Belongs to the ribose-phosphate pyrophosphokinase family. Class I subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=313:Pribosyltran_N(4|121)+Pfam_Pribosyl_synth(193|313)+	2.7.6.1,5-phospho-D-ribosyl alpha-1-diphosphate,881387,AAG08057,AAG08057.1,EC 2.7.6.1,KPRS_PSEAE,NC_002516.2,NP_253359,NP_253359.1,NZ_QZGE01000029.1,P-Rib-PP synthase,PA4670,PRPP synthase,PRPPase,Phosphoribosyl diphosphate synthase,Phosphoribosyl pyrophosphate synthase,Prs,Q9HVC5,RPPK,Ribose-phosphate pyrophosphokinase,WP_003099281.1,pae:PA4670,prs,ribose-phosphate pyrophosphokinase
prtN	208964.PA0610	Transcriptional regulator PrtN; Activates pyocin genes, probably by binding to the sequences conserved in their 5' non-coding regions (P box).	https://smart.embl.de/smart/DDvec.cgi?smart=104:Pfam_PyocinActivator(16|89)+	877720,AAG03999,AAG03999.1,NC_002516.2,NP_249301,NP_249301.1,NZ_QZGE01000010.1,PA0610,PRTN_PSEAE,PrtN,Pyocin activator protein,Q06552,Transcription regulatory protein PrtN,Transcriptional regulator PrtN,WP_003113203.1,pae:PA0610,prtN,transcriptional regulator PrtN
purF	208964.PA3108	Amidophosphoribosyltransferase; Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine; In the C-terminal section; belongs to the purine/pyrimidine phosphoribosyltransferase family.	https://smart.embl.de/smart/DDvec.cgi?smart=501:Pfam_GATase_4(56|199)+Pfam_Pribosyltran(268|407)+	2.4.2.14,880477,AAG06496,AAG06496.1,ATase,Amidophosphoribosyltransferase,EC 2.4.2.14,GPATase,NC_002516.2,NP_251798,NP_251798.1,NZ_QZGE01000009.1,PA3108,PUR1_PSEAE,PurF,Q51342,Q9HZB1,WP_003091383.1,amidophosphoribosyltransferase,pae:PA3108,purF
recA	208964.PA3617	RecA protein; Can catalyze the hydrolysis of ATP in the presence of single- stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage; Belongs to the RecA family.	https://smart.embl.de/smart/DDvec.cgi?smart=346:AAA(57|228)+	880173,AAG07005,AAG07005.1,NC_002516.2,NP_252307,NP_252307.1,NZ_QZGE01000001.1,P08280,PA3617,Protein RecA,RECA_PSEAE,RecA,RecA protein,Recombinase A,Recombination protein RecA,WP_003092260.1,pae:PA3617,recA
recN	208964.PA4763	DNA repair protein RecN; May be involved in recombinational repair of damaged DNA.	https://smart.embl.de/smart/DDvec.cgi?smart=558:Pfam_AAA_23(4|229)+	881773,AAG08149,AAG08149.1,DNA repair protein RecN,NC_002516.2,NP_253451,NP_253451.1,NZ_QZGE01000018.1,PA4763,Q9HV41,Q9HV41_PSEAE,RecN,Recombination protein N,WP_003113905.1,pae:PA4763,recN
rimM	208964.PA3744	16S rRNA processing protein; An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes; Belongs to the RimM family.	https://smart.embl.de/smart/DDvec.cgi?smart=175:Pfam_RimM(10|92)+Pfam_PRC(98|175)+	16S rRNA processing protein,16S rRNA processing protein RimM,2F1L,880358,AAG07131,AAG07131.1,NC_002516.2,NP_252433,NP_252433.1,NZ_QZGE01000001.1,PA3744,Q9HXQ0,RIMM_PSEAE,Ribosome maturation factor RimM,RimM,WP_003113830.1,pae:PA3744,rimM
rluB	208964.PA3179	Conserved hypothetical protein; Responsible for synthesis of pseudouridine from uracil-2605 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RsuA family.	https://smart.embl.de/smart/DDvec.cgi?smart=386:S4(14|76)+Pfam_PseudoU_synth_2(77|212)+	23S rRNA pseudouridine(2605) synthase,23S rRNA pseudouridine2605 synthase,5.4.99.22,882705,AAG06567,AAG06567.1,Conserved hypothetical protein,EC 5.4.99.22,NC_002516.2,NP_251869,NP_251869.1,NZ_QZGE01000023.1,PA3179,Q9HZ55,RLUB_PSEAE,Ribosomal large subunit pseudouridine synthase B,WP_003113439.1,conserved hypothetical protein,pae:PA3179,rRNA pseudouridylate synthase B,rRNA-uridine isomerase B,rluB
rplD	208964.PA4262	50S ribosomal protein L4; One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity). Forms part of the polypeptide exit tunnel; Belongs to the universal ribosomal protein uL4 family.	https://smart.embl.de/smart/DDvec.cgi?smart=200:Pfam_Ribosomal_L4(11|198)+	50S ribosomal protein L4,881754,AAG07650,AAG07650.1,Large subunit ribosomal protein L4,NC_002516.2,NP_252952,NP_252952.1,NZ_QZGE01000028.1,PA4262,Q9HWD6,RL4_PSEAE,RplD,WP_003093737.1,pae:PA4262,rplD
rplI	208964.PA4932	50S ribosomal protein L9; Binds to the 23S rRNA.	https://smart.embl.de/smart/DDvec.cgi?smart=148:Pfam_Ribosomal_L9_N(1|47)+Pfam_Ribosomal_L9_C(63|147)+	50S ribosomal protein L9,879626,AAG08317,AAG08317.1,Large subunit ribosomal protein L9,NC_002516.2,NP_253619,NP_253619.1,NZ_QZGE01000002.1,PA4932,Q9HUN2,RL9_PSEAE,RplI,WP_003095627.1,pae:PA4932,rplI
rplS	208964.PA3742	50S ribosomal protein L19; This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site.	https://smart.embl.de/smart/DDvec.cgi?smart=116:Pfam_Ribosomal_L19(4|114)+	50S ribosomal protein L19,880339,AAG07129,AAG07129.1,Large subunit ribosomal protein L19,NC_002516.2,NP_252431,NP_252431.1,NZ_QZGE01000001.1,PA3742,Q9HXQ2,RL19_PSEAE,RplS,WP_003092637.1,pae:PA3742,rplS
rplT	208964.PA2741	50S ribosomal protein L20; Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit.	https://smart.embl.de/smart/DDvec.cgi?smart=118:Pfam_Ribosomal_L20(3|109)+	34382608,50S ribosomal protein L20,882982,AAG06129,AAG06129.1,Large subunit ribosomal protein L20,NC_002516.2,NP_251431,NP_251431.1,NZ_QZGE01000011.1,PA2741,Q9I0A2,RL20_PSEAE,RplT,WP_003099086.1,pae:PA2741,rplT
rplU	208964.PA4568	50S ribosomal protein L21; This protein binds to 23S rRNA in the presence of protein L20; Belongs to the bacterial ribosomal protein bL21 family.	https://smart.embl.de/smart/DDvec.cgi?smart=103:Pfam_Ribosomal_L21p(1|101)+	50S ribosomal protein L21,881148,AAG07956,AAG07956.1,Large subunit ribosomal protein L21,NC_002516.2,NP_253258,NP_253258.1,NZ_QZGE01000004.1,PA4568,Q9HVL6,RL21_PSEAE,RplU,WP_003094761.1,pae:PA4568,rplU
rpmA	208964.PA4567	50S ribosomal protein L27; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bL27 family.	https://smart.embl.de/smart/DDvec.cgi?smart=85:Pfam_Ribosomal_L27(2|82)+	50S ribosomal protein L27,880878,AAG07955,AAG07955.1,Large subunit ribosomal protein L27,NC_002516.2,NP_253257,NP_253257.1,NZ_QZGE01000004.1,PA4567,Q9HVL7,Q9R4Q1,RL27_PSEAE,RpmA,WP_003094760.1,pae:PA4567,rpmA
